0.5
19280
3.095808	3.647871	-0.046366
3.077279	3.576434	-0.012515
3.099453	3.594040	-0.024189
3.110355	3.584824	-0.022365
3.140054	3.582563	-0.027144
3.154114	3.579719	-0.028690
3.166162	3.569718	-0.026853
3.174045	3.557682	-0.023359
3.194241	3.563769	-0.029945
3.206620	3.557487	-0.029807
3.209379	3.535700	-0.021261
3.223959	3.532259	-0.022801
3.236225	3.525875	-0.022663
3.251273	3.526172	-0.025900
3.262413	3.516171	-0.024072
3.271168	3.503272	-0.020567
3.283335	3.496721	-0.020429
3.298982	3.496485	-0.023659
3.309911	3.490505	-0.023536
3.319093	3.477151	-0.020025
3.326999	3.464450	-0.016529
3.343220	3.463675	-0.019751
3.355246	3.456875	-0.019615
3.370886	3.456313	-0.022844
3.381061	3.446280	-0.021024
3.388754	3.433436	-0.017530
3.403121	3.429249	-0.019069
3.416889	3.425355	-0.020615
3.428188	3.418652	-0.020486
3.438178	3.408450	-0.018668
3.448121	3.398220	-0.016850
3.461233	3.394503	-0.018403
3.471694	3.383845	-0.016579
3.485365	3.379673	-0.018125
3.502321	3.381953	-0.023040
3.506279	3.362341	-0.016180
3.520492	3.357658	-0.017720
3.534118	3.353288	-0.019265
3.545759	3.345822	-0.019130
3.555386	3.335277	-0.017315
3.564386	3.325085	-0.015507
3.577939	3.320535	-0.017053
3.587446	3.309899	-0.015238
3.602999	3.308263	-0.018464
3.614481	3.300557	-0.018330
3.623887	3.289815	-0.016516
3.637368	3.285022	-0.018062
3.646699	3.274215	-0.016249
3.661662	3.272696	-0.019481
3.673023	3.264784	-0.019347
3.684353	3.256833	-0.019214
3.689317	3.239987	-0.014043
3.704810	3.237867	-0.017268
3.716048	3.229804	-0.017135
3.729402	3.224633	-0.018682
3.738438	3.213563	-0.016870
3.751757	3.208298	-0.018416
3.762890	3.200072	-0.018284
3.771811	3.188908	-0.016473
3.785074	3.183503	-0.018020
3.791708	3.169394	-0.014531
3.810468	3.173376	-0.021125
3.818127	3.158363	-0.017624
3.829087	3.149905	-0.017493
3.842264	3.144263	-0.019039
3.850374	3.133304	-0.017237
3.868041	3.133249	-0.022138
3.874363	3.118957	-0.018653
3.885184	3.110303	-0.018522
3.900566	3.107241	-0.021745
3.909043	3.095689	-0.019938
3.917466	3.084118	-0.018131
3.929957	3.078546	-0.019684
3.941170	3.069256	-0.019548
3.954162	3.063143	-0.021094
3.959551	3.049127	-0.017619
3.970128	3.040178	-0.017489
3.978303	3.028440	-0.015684
3.993572	3.024907	-0.018907
4.004065	3.015839	-0.018779
4.012125	3.004008	-0.016974
4.024435	2.998049	-0.018528
4.034833	2.988874	-0.018400
4.048147	2.981899	-0.019941
4.058488	2.972641	-0.019813
4.063387	2.958444	-0.016341
4.081020	2.957157	-0.021239
4.088808	2.945117	-0.019437
4.101499	2.938374	-0.020985
4.106719	2.923629	-0.017508
4.119351	2.916807	-0.019056
4.129467	2.907300	-0.018929
4.144070	2.903483	-0.022158
4.151615	2.891276	-0.020358
4.159110	2.879049	-0.018558
4.164013	2.864209	-0.015084
4.179041	2.859724	-0.018307
4.191514	2.852588	-0.019855
4.203971	2.845401	-0.021404
4.213837	2.835598	-0.021279
4.218496	2.820656	-0.017807
4.223088	2.805715	-0.014336
4.237533	2.801411	-0.017565
4.244150	2.789462	-0.015774
4.256439	2.782037	-0.017324
4.266080	2.772054	-0.017200
4.281443	2.766532	-0.020417
4.285262	2.751983	-0.016954
4.294802	2.741897	-0.016832
4.304305	2.731778	-0.016709
4.311100	2.719165	-0.014915
4.320524	2.708989	-0.014793
4.332600	2.701226	-0.016343
4.339264	2.688540	-0.014550
4.349045	2.677752	-0.014423
4.354683	2.666061	-0.012642
4.367567	2.657104	-0.014181
4.378586	2.650168	-0.015744
4.385486	2.636849	-0.013947
4.394167	2.626936	-0.013833
4.400512	2.614103	-0.012042
4.412331	2.605976	-0.013594
4.419037	2.592571	-0.011798
4.430799	2.584360	-0.013350
4.439305	2.574297	-0.013238
4.442628	2.559033	-0.009778
4.448688	2.546088	-0.007989
4.463572	2.539502	-0.011207
4.468670	2.527574	-0.009431
4.480689	2.518595	-0.010978
4.480467	2.501549	-0.005857
4.492406	2.492508	-0.007405
4.506744	2.486205	-0.010628
4.512491	2.473108	-0.008843
4.526792	2.466695	-0.012066
4.529156	2.451868	-0.008617
4.534760	2.438720	-0.006832
4.552300	2.433824	-0.011720
4.560306	2.423361	-0.011611
4.562881	2.407952	-0.008158
4.567888	2.395278	-0.006381
4.582023	2.388534	-0.009605
4.593219	2.379570	-0.011161
4.604804	2.369993	-0.012710
4.607117	2.354532	-0.009260
4.603053	2.335396	-0.002478
4.614096	2.326315	-0.004035
4.625112	2.317187	-0.005591
4.639077	2.310101	-0.008816
4.647470	2.298216	-0.008699
4.652037	2.285367	-0.006925
4.656949	2.271942	-0.005146
4.664808	2.260563	-0.005036
4.681659	2.255273	-0.009929
